drug_name,base_drug_name,drug_class,drug_sub_class,therapeutic_category,dosages,route_of_administration,formulation,search_text,source_files
Stannous Fluoride,stannous fluoride,STOMATOLOGICAL PREPARATIONS,Caries prophylactic agents,STOMATOLOGICAL PREPARATIONS,[],,,Drug: stannous fluoride | Dosages: [] | Form:  | Route:  | Class: STOMATOLOGICAL PREPARATIONS | Subclass: Caries prophylactic agents | Therapeutic: STOMATOLOGICAL PREPARATIONS,['rxnorm_complete_drug_classification.csv']
Haloperidol,haloperidol,ANTIPSYCHOTICS,Butyrophenone derivatives,PSYCHOLEPTICS,"['0.5 mg', '1 mg', '10 mg', '2 mg', '20 mg', '5 mg']",oral,tablet,"Drug: haloperidol | Dosages: [0.5 mg, 1 mg, 10 mg, 2 mg, 20 mg, 5 mg] | Form: tablet | Route: oral | Class: ANTIPSYCHOTICS | Subclass: Butyrophenone derivatives | Therapeutic: PSYCHOLEPTICS","['rxnorm_complete_drug_classification.csv', 'drug_class_subclass_reference.xlsx']"
Lurasidone,lurasidone,ANTIPSYCHOTICS,Indole derivatives,PSYCHOLEPTICS,[],,,Drug: lurasidone | Dosages: [] | Form:  | Route:  | Class: ANTIPSYCHOTICS | Subclass: Indole derivatives | Therapeutic: PSYCHOLEPTICS,['rxnorm_complete_drug_classification.csv']
Ziprasidone,ziprasidone,ANTIPSYCHOTICS,Indole derivatives,PSYCHOLEPTICS,[],,,Drug: ziprasidone | Dosages: [] | Form:  | Route:  | Class: ANTIPSYCHOTICS | Subclass: Indole derivatives | Therapeutic: PSYCHOLEPTICS,['rxnorm_complete_drug_classification.csv']
Sertindole,sertindole,ANTIPSYCHOTICS,Indole derivatives,PSYCHOLEPTICS,[],,,Drug: sertindole | Dosages: [] | Form:  | Route:  | Class: ANTIPSYCHOTICS | Subclass: Indole derivatives | Therapeutic: PSYCHOLEPTICS,['rxnorm_complete_drug_classification.csv']
Molindone,molindone,ANTIPSYCHOTICS,Indole derivatives,PSYCHOLEPTICS,[],,,Drug: molindone | Dosages: [] | Form:  | Route:  | Class: ANTIPSYCHOTICS | Subclass: Indole derivatives | Therapeutic: PSYCHOLEPTICS,['rxnorm_complete_drug_classification.csv']
Oxypertine,oxypertine,ANTIPSYCHOTICS,Indole derivatives,PSYCHOLEPTICS,[],,,Drug: oxypertine | Dosages: [] | Form:  | Route:  | Class: ANTIPSYCHOTICS | Subclass: Indole derivatives | Therapeutic: PSYCHOLEPTICS,['rxnorm_complete_drug_classification.csv']
Thiothixene,thiothixene,ANTIPSYCHOTICS,Thioxanthene derivatives,PSYCHOLEPTICS,"['1 mg', '10 mg', '2 mg', '5 mg']",oral,capsule,"Drug: thiothixene | Dosages: [1 mg, 10 mg, 2 mg, 5 mg] | Form: capsule | Route: oral | Class: ANTIPSYCHOTICS | Subclass: Thioxanthene derivatives | Therapeutic: PSYCHOLEPTICS","['rxnorm_complete_drug_classification.csv', 'drug_class_subclass_reference.xlsx']"
Zuclopenthixol,zuclopenthixol,ANTIPSYCHOTICS,Thioxanthene derivatives,PSYCHOLEPTICS,[],,,Drug: zuclopenthixol | Dosages: [] | Form:  | Route:  | Class: ANTIPSYCHOTICS | Subclass: Thioxanthene derivatives | Therapeutic: PSYCHOLEPTICS,['rxnorm_complete_drug_classification.csv']
Chlorprothixene,chlorprothixene,ANTIPSYCHOTICS,Thioxanthene derivatives,PSYCHOLEPTICS,[],,,Drug: chlorprothixene | Dosages: [] | Form:  | Route:  | Class: ANTIPSYCHOTICS | Subclass: Thioxanthene derivatives | Therapeutic: PSYCHOLEPTICS,['rxnorm_complete_drug_classification.csv']
Flupenthixol,flupenthixol,ANTIPSYCHOTICS,Thioxanthene derivatives,PSYCHOLEPTICS,[],,,Drug: flupenthixol | Dosages: [] | Form:  | Route:  | Class: ANTIPSYCHOTICS | Subclass: Thioxanthene derivatives | Therapeutic: PSYCHOLEPTICS,['rxnorm_complete_drug_classification.csv']
Fluspirilene,fluspirilene,ANTIPSYCHOTICS,Diphenylbutylpiperidine derivatives,PSYCHOLEPTICS,[],,,Drug: fluspirilene | Dosages: [] | Form:  | Route:  | Class: ANTIPSYCHOTICS | Subclass: Diphenylbutylpiperidine derivatives | Therapeutic: PSYCHOLEPTICS,['rxnorm_complete_drug_classification.csv']
Penfluridol,penfluridol,ANTIPSYCHOTICS,Diphenylbutylpiperidine derivatives,PSYCHOLEPTICS,[],,,Drug: penfluridol | Dosages: [] | Form:  | Route:  | Class: ANTIPSYCHOTICS | Subclass: Diphenylbutylpiperidine derivatives | Therapeutic: PSYCHOLEPTICS,['rxnorm_complete_drug_classification.csv']
Pimozide,pimozide,ANTIPSYCHOTICS,Diphenylbutylpiperidine derivatives,PSYCHOLEPTICS,"['1 mg', '2 mg']",oral,tablet,"Drug: pimozide | Dosages: [1 mg, 2 mg] | Form: tablet | Route: oral | Class: ANTIPSYCHOTICS | Subclass: Diphenylbutylpiperidine derivatives | Therapeutic: PSYCHOLEPTICS","['rxnorm_complete_drug_classification.csv', 'drug_class_subclass_reference.xlsx']"
Clothiapine,clothiapine,ANTIPSYCHOTICS,"Diazepines, oxazepines, thiazepines and oxepines",PSYCHOLEPTICS,[],,,"Drug: clothiapine | Dosages: [] | Form:  | Route:  | Class: ANTIPSYCHOTICS | Subclass: Diazepines, oxazepines, thiazepines and oxepines | Therapeutic: PSYCHOLEPTICS",['rxnorm_complete_drug_classification.csv']
Clozapine,clozapine,ANTIPSYCHOTICS,"Diazepines, oxazepines, thiazepines and oxepines",PSYCHOLEPTICS,"['100 mg', '12.5 mg', '150 mg', '200 mg', '25 mg', '50 mg']",oral,tablet,"Drug: clozapine | Dosages: [100 mg, 12.5 mg, 150 mg, 200 mg, 25 mg, 50 mg] | Form: tablet | Route: oral | Class: ANTIPSYCHOTICS | Subclass: Diazepines, oxazepines, thiazepines and oxepines | Therapeutic: PSYCHOLEPTICS","['rxnorm_complete_drug_classification.csv', 'drug_class_subclass_reference.xlsx']"
Quetiapine,quetiapine,ANTIPSYCHOTICS,"Diazepines, oxazepines, thiazepines and oxepines",PSYCHOLEPTICS,[],,,"Drug: quetiapine | Dosages: [] | Form:  | Route:  | Class: ANTIPSYCHOTICS | Subclass: Diazepines, oxazepines, thiazepines and oxepines | Therapeutic: PSYCHOLEPTICS",['rxnorm_complete_drug_classification.csv']
Olanzapine,olanzapine,ANTIPSYCHOTICS,"Diazepines, oxazepines, thiazepines and oxepines",PSYCHOLEPTICS,"['10 mg', '15 mg', '2.5 mg', '20 mg', '5 mg', '7.5 mg']",intramuscular,solution,"Drug: olanzapine | Dosages: [10 mg, 15 mg, 2.5 mg, 20 mg, 5 mg, 7.5 mg] | Form: solution | Route: intramuscular | Class: ANTIPSYCHOTICS | Subclass: Diazepines, oxazepines, thiazepines and oxepines | Therapeutic: PSYCHOLEPTICS","['rxnorm_complete_drug_classification.csv', 'drug_class_subclass_reference.xlsx']"
Loxapine,loxapine,ANTIPSYCHOTICS,"Diazepines, oxazepines, thiazepines and oxepines",PSYCHOLEPTICS,[],,,"Drug: loxapine | Dosages: [] | Form:  | Route:  | Class: ANTIPSYCHOTICS | Subclass: Diazepines, oxazepines, thiazepines and oxepines | Therapeutic: PSYCHOLEPTICS",['rxnorm_complete_drug_classification.csv']
Asenapine,asenapine,ANTIPSYCHOTICS,"Diazepines, oxazepines, thiazepines and oxepines",PSYCHOLEPTICS,[],,,"Drug: asenapine | Dosages: [] | Form:  | Route:  | Class: ANTIPSYCHOTICS | Subclass: Diazepines, oxazepines, thiazepines and oxepines | Therapeutic: PSYCHOLEPTICS",['rxnorm_complete_drug_classification.csv']
Sulpiride,sulpiride,ANTIPSYCHOTICS,Benzamides,PSYCHOLEPTICS,[],,,Drug: sulpiride | Dosages: [] | Form:  | Route:  | Class: ANTIPSYCHOTICS | Subclass: Benzamides | Therapeutic: PSYCHOLEPTICS,['rxnorm_complete_drug_classification.csv']
Tiapride,tiapride,ANTIPSYCHOTICS,Benzamides,PSYCHOLEPTICS,[],,,Drug: tiapride | Dosages: [] | Form:  | Route:  | Class: ANTIPSYCHOTICS | Subclass: Benzamides | Therapeutic: PSYCHOLEPTICS,['rxnorm_complete_drug_classification.csv']
Remoxipride,remoxipride,ANTIPSYCHOTICS,Benzamides,PSYCHOLEPTICS,[],,,Drug: remoxipride | Dosages: [] | Form:  | Route:  | Class: ANTIPSYCHOTICS | Subclass: Benzamides | Therapeutic: PSYCHOLEPTICS,['rxnorm_complete_drug_classification.csv']
Sultopride,sultopride,ANTIPSYCHOTICS,Benzamides,PSYCHOLEPTICS,[],,,Drug: sultopride | Dosages: [] | Form:  | Route:  | Class: ANTIPSYCHOTICS | Subclass: Benzamides | Therapeutic: PSYCHOLEPTICS,['rxnorm_complete_drug_classification.csv']
Veralipride,veralipride,ANTIPSYCHOTICS,Benzamides,PSYCHOLEPTICS,[],,,Drug: veralipride | Dosages: [] | Form:  | Route:  | Class: ANTIPSYCHOTICS | Subclass: Benzamides | Therapeutic: PSYCHOLEPTICS,['rxnorm_complete_drug_classification.csv']
Amisulpride,amisulpride,ANTIPSYCHOTICS,Benzamides,PSYCHOLEPTICS,[],,,Drug: amisulpride | Dosages: [] | Form:  | Route:  | Class: ANTIPSYCHOTICS | Subclass: Benzamides | Therapeutic: PSYCHOLEPTICS,['rxnorm_complete_drug_classification.csv']
Lithium,lithium,ANTIPSYCHOTICS,Lithium,PSYCHOLEPTICS,"['5 ml', '8 meq']",oral,solution,"Drug: lithium | Dosages: [5 ml, 8 meq] | Form: solution | Route: oral | Class: ANTIPSYCHOTICS | Subclass: Lithium | Therapeutic: PSYCHOLEPTICS","['rxnorm_complete_drug_classification.csv', 'drug_class_subclass_reference.xlsx']"
Brexpiprazole,brexpiprazole,ANTIPSYCHOTICS,Other antipsychotics,PSYCHOLEPTICS,[],,,Drug: brexpiprazole | Dosages: [] | Form:  | Route:  | Class: ANTIPSYCHOTICS | Subclass: Other antipsychotics | Therapeutic: PSYCHOLEPTICS,['rxnorm_complete_drug_classification.csv']
Cariprazine,cariprazine,ANTIPSYCHOTICS,Other antipsychotics,PSYCHOLEPTICS,[],,,Drug: cariprazine | Dosages: [] | Form:  | Route:  | Class: ANTIPSYCHOTICS | Subclass: Other antipsychotics | Therapeutic: PSYCHOLEPTICS,['rxnorm_complete_drug_classification.csv']
Pimavanserin,pimavanserin,ANTIPSYCHOTICS,Other antipsychotics,PSYCHOLEPTICS,[],,,Drug: pimavanserin | Dosages: [] | Form:  | Route:  | Class: ANTIPSYCHOTICS | Subclass: Other antipsychotics | Therapeutic: PSYCHOLEPTICS,['rxnorm_complete_drug_classification.csv']
Risperidone,risperidone,ANTIPSYCHOTICS,Other antipsychotics,PSYCHOLEPTICS,"['0.25 mg', '0.5 mg', '1 mg', '1 mg/ml', '2 mg', '3 mg', '4 mg']",oral,tablet,"Drug: risperidone | Dosages: [0.25 mg, 0.5 mg, 1 mg, 1 mg/ml, 2 mg, 3 mg, 4 mg] | Form: tablet | Route: oral | Class: ANTIPSYCHOTICS | Subclass: Other antipsychotics | Therapeutic: PSYCHOLEPTICS","['rxnorm_complete_drug_classification.csv', 'drug_class_subclass_reference.xlsx']"
Zotepine,zotepine,ANTIPSYCHOTICS,Other antipsychotics,PSYCHOLEPTICS,[],,,Drug: zotepine | Dosages: [] | Form:  | Route:  | Class: ANTIPSYCHOTICS | Subclass: Other antipsychotics | Therapeutic: PSYCHOLEPTICS,['rxnorm_complete_drug_classification.csv']
Prothipendyl,prothipendyl,ANTIPSYCHOTICS,Other antipsychotics,PSYCHOLEPTICS,[],,,Drug: prothipendyl | Dosages: [] | Form:  | Route:  | Class: ANTIPSYCHOTICS | Subclass: Other antipsychotics | Therapeutic: PSYCHOLEPTICS,['rxnorm_complete_drug_classification.csv']
Paliperidone,paliperidone,ANTIPSYCHOTICS,Other antipsychotics,PSYCHOLEPTICS,[],,,Drug: paliperidone | Dosages: [] | Form:  | Route:  | Class: ANTIPSYCHOTICS | Subclass: Other antipsychotics | Therapeutic: PSYCHOLEPTICS,['rxnorm_complete_drug_classification.csv']
Iloperidone,iloperidone,ANTIPSYCHOTICS,Other antipsychotics,PSYCHOLEPTICS,[],,,Drug: iloperidone | Dosages: [] | Form:  | Route:  | Class: ANTIPSYCHOTICS | Subclass: Other antipsychotics | Therapeutic: PSYCHOLEPTICS,['rxnorm_complete_drug_classification.csv']
Aripiprazole,aripiprazole,ANTIPSYCHOTICS,Other antipsychotics,PSYCHOLEPTICS,"['1 mg/ml', '10 mg', '15 mg', '2 mg', '20 mg', '30 mg', '5 mg']",oral,solution,"Drug: aripiprazole | Dosages: [1 mg/ml, 10 mg, 15 mg, 2 mg, 20 mg, 30 mg, 5 mg] | Form: solution | Route: oral | Class: ANTIPSYCHOTICS | Subclass: Other antipsychotics | Therapeutic: PSYCHOLEPTICS","['rxnorm_complete_drug_classification.csv', 'drug_class_subclass_reference.xlsx']"
Bromazepam,bromazepam,ANXIOLYTICS,Benzodiazepine derivatives,PSYCHOLEPTICS,[],,,Drug: bromazepam | Dosages: [] | Form:  | Route:  | Class: ANXIOLYTICS | Subclass: Benzodiazepine derivatives | Therapeutic: PSYCHOLEPTICS,['rxnorm_complete_drug_classification.csv']
Clobazam,clobazam,ANXIOLYTICS,Benzodiazepine derivatives,PSYCHOLEPTICS,"['10 mg', '2.5 mg/ml', '20 mg']",oral,suspension,"Drug: clobazam | Dosages: [10 mg, 2.5 mg/ml, 20 mg] | Form: suspension | Route: oral | Class: ANXIOLYTICS | Subclass: Benzodiazepine derivatives | Therapeutic: PSYCHOLEPTICS","['rxnorm_complete_drug_classification.csv', 'drug_class_subclass_reference.xlsx']"
Cloxazolam,cloxazolam,ANXIOLYTICS,Benzodiazepine derivatives,PSYCHOLEPTICS,[],,,Drug: cloxazolam | Dosages: [] | Form:  | Route:  | Class: ANXIOLYTICS | Subclass: Benzodiazepine derivatives | Therapeutic: PSYCHOLEPTICS,['rxnorm_complete_drug_classification.csv']
Chlordiazepoxide,chlordiazepoxide,ANXIOLYTICS,Benzodiazepine derivatives,PSYCHOLEPTICS,[],,,Drug: chlordiazepoxide | Dosages: [] | Form:  | Route:  | Class: ANXIOLYTICS | Subclass: Benzodiazepine derivatives | Therapeutic: PSYCHOLEPTICS,['rxnorm_complete_drug_classification.csv']
Ethyl Loflazepate,ethyl loflazepate,ANXIOLYTICS,Benzodiazepine derivatives,PSYCHOLEPTICS,[],,,Drug: ethyl loflazepate | Dosages: [] | Form:  | Route:  | Class: ANXIOLYTICS | Subclass: Benzodiazepine derivatives | Therapeutic: PSYCHOLEPTICS,['rxnorm_complete_drug_classification.csv']
Clotiazepam,clotiazepam,ANXIOLYTICS,Benzodiazepine derivatives,PSYCHOLEPTICS,[],,,Drug: clotiazepam | Dosages: [] | Form:  | Route:  | Class: ANXIOLYTICS | Subclass: Benzodiazepine derivatives | Therapeutic: PSYCHOLEPTICS,['rxnorm_complete_drug_classification.csv']
Halazepam,halazepam,ANXIOLYTICS,Benzodiazepine derivatives,PSYCHOLEPTICS,[],,,Drug: halazepam | Dosages: [] | Form:  | Route:  | Class: ANXIOLYTICS | Subclass: Benzodiazepine derivatives | Therapeutic: PSYCHOLEPTICS,['rxnorm_complete_drug_classification.csv']
Ketazolam,ketazolam,ANXIOLYTICS,Benzodiazepine derivatives,PSYCHOLEPTICS,[],,,Drug: ketazolam | Dosages: [] | Form:  | Route:  | Class: ANXIOLYTICS | Subclass: Benzodiazepine derivatives | Therapeutic: PSYCHOLEPTICS,['rxnorm_complete_drug_classification.csv']
Nordazepam,nordazepam,ANXIOLYTICS,Benzodiazepine derivatives,PSYCHOLEPTICS,[],,,Drug: nordazepam | Dosages: [] | Form:  | Route:  | Class: ANXIOLYTICS | Subclass: Benzodiazepine derivatives | Therapeutic: PSYCHOLEPTICS,['rxnorm_complete_drug_classification.csv']
Diazepam,diazepam,ANXIOLYTICS,Benzodiazepine derivatives,PSYCHOLEPTICS,"['1 mg/ml', '10 mg', '2 mg', '2.5 mg', '20 mg', '5 mg', '5 mg/ml', '5 ml']",rectal,injection,"Drug: diazepam | Dosages: [1 mg/ml, 10 mg, 2 mg, 2.5 mg, 20 mg, 5 mg, 5 mg/ml, 5 ml] | Form: injection | Route: rectal | Class: ANXIOLYTICS | Subclass: Benzodiazepine derivatives | Therapeutic: PSYCHOLEPTICS","['rxnorm_complete_drug_classification.csv', 'drug_class_subclass_reference.xlsx']"
Tofisopam,tofisopam,ANXIOLYTICS,Benzodiazepine derivatives,PSYCHOLEPTICS,[],,,Drug: tofisopam | Dosages: [] | Form:  | Route:  | Class: ANXIOLYTICS | Subclass: Benzodiazepine derivatives | Therapeutic: PSYCHOLEPTICS,['rxnorm_complete_drug_classification.csv']
Alprazolam,alprazolam,ANXIOLYTICS,Benzodiazepine derivatives,PSYCHOLEPTICS,"['0.25 mg', '0.5 mg', '1 mg', '2 mg']",oral,tablet,"Drug: alprazolam | Dosages: [0.25 mg, 0.5 mg, 1 mg, 2 mg] | Form: tablet | Route: oral | Class: ANXIOLYTICS | Subclass: Benzodiazepine derivatives | Therapeutic: PSYCHOLEPTICS","['rxnorm_complete_drug_classification.csv', 'drug_class_subclass_reference.xlsx']"
Lorazepam,lorazepam,ANXIOLYTICS,Benzodiazepine derivatives,PSYCHOLEPTICS,"['0.5 mg', '1 mg', '2 mg', '2 mg/ml', '4 mg/ml']",oral,injection,"Drug: lorazepam | Dosages: [0.5 mg, 1 mg, 2 mg, 2 mg/ml, 4 mg/ml] | Form: injection | Route: oral | Class: ANXIOLYTICS | Subclass: Benzodiazepine derivatives | Therapeutic: PSYCHOLEPTICS","['rxnorm_complete_drug_classification.csv', 'drug_class_subclass_reference.xlsx']"
Medazepam,medazepam,ANXIOLYTICS,Benzodiazepine derivatives,PSYCHOLEPTICS,[],,,Drug: medazepam | Dosages: [] | Form:  | Route:  | Class: ANXIOLYTICS | Subclass: Benzodiazepine derivatives | Therapeutic: PSYCHOLEPTICS,['rxnorm_complete_drug_classification.csv']
Oxazepam,oxazepam,ANXIOLYTICS,Benzodiazepine derivatives,PSYCHOLEPTICS,"['10 mg', '15 mg', '30 mg']",oral,capsule,"Drug: oxazepam | Dosages: [10 mg, 15 mg, 30 mg] | Form: capsule | Route: oral | Class: ANXIOLYTICS | Subclass: Benzodiazepine derivatives | Therapeutic: PSYCHOLEPTICS","['rxnorm_complete_drug_classification.csv', 'drug_class_subclass_reference.xlsx']"
Prazepam,prazepam,ANXIOLYTICS,Benzodiazepine derivatives,PSYCHOLEPTICS,[],,,Drug: prazepam | Dosages: [] | Form:  | Route:  | Class: ANXIOLYTICS | Subclass: Benzodiazepine derivatives | Therapeutic: PSYCHOLEPTICS,['rxnorm_complete_drug_classification.csv']
Hydroxyzine,hydroxyzine,ANXIOLYTICS,Diphenylmethane derivatives,PSYCHOLEPTICS,[],,,Drug: hydroxyzine | Dosages: [] | Form:  | Route:  | Class: ANXIOLYTICS | Subclass: Diphenylmethane derivatives | Therapeutic: PSYCHOLEPTICS,['rxnorm_complete_drug_classification.csv']
Captodiamine,captodiamine,ANXIOLYTICS,Diphenylmethane derivatives,PSYCHOLEPTICS,[],,,Drug: captodiamine | Dosages: [] | Form:  | Route:  | Class: ANXIOLYTICS | Subclass: Diphenylmethane derivatives | Therapeutic: PSYCHOLEPTICS,['rxnorm_complete_drug_classification.csv']
Meprobamate,meprobamate,ANXIOLYTICS,Carbamates,PSYCHOLEPTICS,"['200 mg', '400 mg']",oral,tablet,"Drug: meprobamate | Dosages: [200 mg, 400 mg] | Form: tablet | Route: oral | Class: ANXIOLYTICS | Subclass: Carbamates | Therapeutic: PSYCHOLEPTICS","['rxnorm_complete_drug_classification.csv', 'drug_class_subclass_reference.xlsx']"
Buspirone,buspirone,ANXIOLYTICS,Azaspirodecanedione derivatives,PSYCHOLEPTICS,[],,,Drug: buspirone | Dosages: [] | Form:  | Route:  | Class: ANXIOLYTICS | Subclass: Azaspirodecanedione derivatives | Therapeutic: PSYCHOLEPTICS,['rxnorm_complete_drug_classification.csv']
Etifoxine,etifoxine,ANXIOLYTICS,Other anxiolytics,PSYCHOLEPTICS,[],,,Drug: etifoxine | Dosages: [] | Form:  | Route:  | Class: ANXIOLYTICS | Subclass: Other anxiolytics | Therapeutic: PSYCHOLEPTICS,['rxnorm_complete_drug_classification.csv']
Lavender Oil,lavender oil,ANXIOLYTICS,Other anxiolytics,PSYCHOLEPTICS,[],,,Drug: lavender oil | Dosages: [] | Form:  | Route:  | Class: ANXIOLYTICS | Subclass: Other anxiolytics | Therapeutic: PSYCHOLEPTICS,['rxnorm_complete_drug_classification.csv']
Barbital,barbital,HYPNOTICS AND SEDATIVES,"Barbiturates, plain",PSYCHOLEPTICS,[],,,"Drug: barbital | Dosages: [] | Form:  | Route:  | Class: HYPNOTICS AND SEDATIVES | Subclass: Barbiturates, plain | Therapeutic: PSYCHOLEPTICS",['rxnorm_complete_drug_classification.csv']
Aprobarbital,aprobarbital,HYPNOTICS AND SEDATIVES,"Barbiturates, plain",PSYCHOLEPTICS,[],,,"Drug: aprobarbital | Dosages: [] | Form:  | Route:  | Class: HYPNOTICS AND SEDATIVES | Subclass: Barbiturates, plain | Therapeutic: PSYCHOLEPTICS",['rxnorm_complete_drug_classification.csv']
Butobarbital,butobarbital,HYPNOTICS AND SEDATIVES,"Barbiturates, plain",PSYCHOLEPTICS,[],,,"Drug: butobarbital | Dosages: [] | Form:  | Route:  | Class: HYPNOTICS AND SEDATIVES | Subclass: Barbiturates, plain | Therapeutic: PSYCHOLEPTICS",['rxnorm_complete_drug_classification.csv']
Butylvinal,butylvinal,HYPNOTICS AND SEDATIVES,"Barbiturates, plain",PSYCHOLEPTICS,[],,,"Drug: butylvinal | Dosages: [] | Form:  | Route:  | Class: HYPNOTICS AND SEDATIVES | Subclass: Barbiturates, plain | Therapeutic: PSYCHOLEPTICS",['rxnorm_complete_drug_classification.csv']
Cyclobarbital,cyclobarbital,HYPNOTICS AND SEDATIVES,"Barbiturates, plain",PSYCHOLEPTICS,[],,,"Drug: cyclobarbital | Dosages: [] | Form:  | Route:  | Class: HYPNOTICS AND SEDATIVES | Subclass: Barbiturates, plain | Therapeutic: PSYCHOLEPTICS",['rxnorm_complete_drug_classification.csv']
Allobarbital,allobarbital,HYPNOTICS AND SEDATIVES,"Barbiturates, plain",PSYCHOLEPTICS,[],,,"Drug: allobarbital | Dosages: [] | Form:  | Route:  | Class: HYPNOTICS AND SEDATIVES | Subclass: Barbiturates, plain | Therapeutic: PSYCHOLEPTICS",['rxnorm_complete_drug_classification.csv']
Amobarbital,amobarbital,HYPNOTICS AND SEDATIVES,"Barbiturates, plain",PSYCHOLEPTICS,[],,,"Drug: amobarbital | Dosages: [] | Form:  | Route:  | Class: HYPNOTICS AND SEDATIVES | Subclass: Barbiturates, plain | Therapeutic: PSYCHOLEPTICS",['rxnorm_complete_drug_classification.csv']
Pentobarbital,pentobarbital,HYPNOTICS AND SEDATIVES,"Barbiturates, plain",PSYCHOLEPTICS,[],,,"Drug: pentobarbital | Dosages: [] | Form:  | Route:  | Class: HYPNOTICS AND SEDATIVES | Subclass: Barbiturates, plain | Therapeutic: PSYCHOLEPTICS",['rxnorm_complete_drug_classification.csv']
Proxibarbal,proxibarbal,HYPNOTICS AND SEDATIVES,"Barbiturates, plain",PSYCHOLEPTICS,[],,,"Drug: proxibarbal | Dosages: [] | Form:  | Route:  | Class: HYPNOTICS AND SEDATIVES | Subclass: Barbiturates, plain | Therapeutic: PSYCHOLEPTICS",['rxnorm_complete_drug_classification.csv']
Talbutal,talbutal,HYPNOTICS AND SEDATIVES,"Barbiturates, plain",PSYCHOLEPTICS,[],,,"Drug: talbutal | Dosages: [] | Form:  | Route:  | Class: HYPNOTICS AND SEDATIVES | Subclass: Barbiturates, plain | Therapeutic: PSYCHOLEPTICS",['rxnorm_complete_drug_classification.csv']
Vinbarbital,vinbarbital,HYPNOTICS AND SEDATIVES,"Barbiturates, plain",PSYCHOLEPTICS,[],,,"Drug: vinbarbital | Dosages: [] | Form:  | Route:  | Class: HYPNOTICS AND SEDATIVES | Subclass: Barbiturates, plain | Therapeutic: PSYCHOLEPTICS",['rxnorm_complete_drug_classification.csv']
Secobarbital,secobarbital,HYPNOTICS AND SEDATIVES,"Barbiturates, plain",PSYCHOLEPTICS,[],,,"Drug: secobarbital | Dosages: [] | Form:  | Route:  | Class: HYPNOTICS AND SEDATIVES | Subclass: Barbiturates, plain | Therapeutic: PSYCHOLEPTICS",['rxnorm_complete_drug_classification.csv']
Dichloralphenazone,dichloralphenazone,HYPNOTICS AND SEDATIVES,Aldehydes and derivatives,PSYCHOLEPTICS,[],,,Drug: dichloralphenazone | Dosages: [] | Form:  | Route:  | Class: HYPNOTICS AND SEDATIVES | Subclass: Aldehydes and derivatives | Therapeutic: PSYCHOLEPTICS,['rxnorm_complete_drug_classification.csv']
Paraldehyde,paraldehyde,HYPNOTICS AND SEDATIVES,Aldehydes and derivatives,PSYCHOLEPTICS,[],,,Drug: paraldehyde | Dosages: [] | Form:  | Route:  | Class: HYPNOTICS AND SEDATIVES | Subclass: Aldehydes and derivatives | Therapeutic: PSYCHOLEPTICS,['rxnorm_complete_drug_classification.csv']
Temazepam,temazepam,HYPNOTICS AND SEDATIVES,Benzodiazepine derivatives,PSYCHOLEPTICS,"['15 mg', '30 mg']",oral,capsule,"Drug: temazepam | Dosages: [15 mg, 30 mg] | Form: capsule | Route: oral | Class: HYPNOTICS AND SEDATIVES | Subclass: Benzodiazepine derivatives | Therapeutic: PSYCHOLEPTICS","['rxnorm_complete_drug_classification.csv', 'drug_class_subclass_reference.xlsx']"
