ingredient_rxcui,primary_drug_name,therapeutic_class_l2,drug_class_l3,drug_subclass_l4
191831,infliximab,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,Tumor necrosis factor alpha (TNF-alpha) inhibitors
214555,etanercept,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,Tumor necrosis factor alpha (TNF-alpha) inhibitors
327361,adalimumab,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,Tumor necrosis factor alpha (TNF-alpha) inhibitors
709271,certolizumab pegol,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,Tumor necrosis factor alpha (TNF-alpha) inhibitors
819300,golimumab,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,Tumor necrosis factor alpha (TNF-alpha) inhibitors
1535218,siltuximab,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,Interleukin inhibitors
1599788,secukinumab,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,Interleukin inhibitors
1745099,ixekizumab,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,Interleukin inhibitors
1872251,brodalumab,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,Interleukin inhibitors
190353,daclizumab,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,Interleukin inhibitors
1923319,sarilumab,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,Interleukin inhibitors
1928588,guselkumab,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,Interleukin inhibitors
196102,basiliximab,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,Interleukin inhibitors
2053436,tildrakizumab,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,Interleukin inhibitors
2166040,risankizumab,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,Interleukin inhibitors
2391541,satralizumab,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,Interleukin inhibitors
2610417,spesolimab,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,Interleukin inhibitors
2668041,bimekizumab,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,Interleukin inhibitors
2668384,mirikizumab,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,Interleukin inhibitors
612865,tocilizumab,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,Interleukin inhibitors
72435,anakinra,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,Interleukin inhibitors
763450,rilonacept,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,Interleukin inhibitors
847083,ustekinumab,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,Interleukin inhibitors
853491,canakinumab,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,Interleukin inhibitors
2475166,voclosporin,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,Calcineurin inhibitors
3008,cyclosporine,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,Calcineurin inhibitors
42316,tacrolimus,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,Calcineurin inhibitors
1012892,fingolimod,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,Sphingosine-1-phosphate (S1P) receptor modulators
2121085,siponimod,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,Sphingosine-1-phosphate (S1P) receptor modulators
2288236,ozanimod,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,Sphingosine-1-phosphate (S1P) receptor modulators
2532300,ponesimod,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,Sphingosine-1-phosphate (S1P) receptor modulators
2668045,etrasimod,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,Sphingosine-1-phosphate (S1P) receptor modulators
1357536,tofacitinib,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,Janus-associated kinase (JAK) inhibitors
2047232,baricitinib,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,Janus-associated kinase (JAK) inhibitors
2196092,upadacitinib,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,Janus-associated kinase (JAK) inhibitors
2612087,deucravacitinib,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,Janus-associated kinase (JAK) inhibitors
2641595,ritlecitinib,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,Janus-associated kinase (JAK) inhibitors
1092437,belimumab,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,Monoclonal antibodies
117055,alemtuzumab,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,Monoclonal antibodies
1538097,vedolizumab,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,Monoclonal antibodies
1876366,ocrelizumab,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,Monoclonal antibodies
2104604,emapalumab,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,Monoclonal antibodies
2274803,teprotumumab,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,Monoclonal antibodies
2373951,inebilizumab,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,Monoclonal antibodies
2565265,anifrolumab,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,Monoclonal antibodies
2626349,ublituximab,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,Monoclonal antibodies
2642274,rozanolixizumab,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,Monoclonal antibodies
354770,natalizumab,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,Monoclonal antibodies
356988,efalizumab,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,Monoclonal antibodies
42405,muromonab-CD3,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,Monoclonal antibodies
712566,ofatumumab,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,Monoclonal antibodies
141704,everolimus,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,Mammalian target of rapamycin (mTOR) kinase inhibitors
35302,sirolimus,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,Mammalian target of rapamycin (mTOR) kinase inhibitors
2107301,ravulizumab,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,Complement inhibitors
2557372,pegcetacoplan,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,Complement inhibitors
2572100,avacopan,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,Complement inhibitors
2591404,sutimlimab,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,Complement inhibitors
2639620,vilobelimab,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,Complement inhibitors
2663938,pozelimab,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,Complement inhibitors
2671061,iptacopan,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,Complement inhibitors
2672489,zilucoplan,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,Complement inhibitors
2678952,danicopan,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,Complement inhibitors
2686619,crovalimab,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,Complement inhibitors
591781,eculizumab,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,Complement inhibitors
1310520,teriflunomide,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,Dihydroorotate dehydrogenase (DHODH) inhibitors
27169,leflunomide,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,Dihydroorotate dehydrogenase (DHODH) inhibitors
10432,thalidomide,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,Other immunosuppressants
1256,azathioprine,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,Other immunosuppressants
1369713,pomalidomide,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,Other immunosuppressants
1373478,dimethyl fumarate,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,Other immunosuppressants
1592254,pirfenidone,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,Other immunosuppressants
2261783,diroximel fumarate,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,Other immunosuppressants
342369,lenalidomide,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,Other immunosuppressants
6851,methotrexate,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,Other immunosuppressants
183877,clofezone,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",Butylpyrazolidines
28198,kebuzone,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",Butylpyrazolidines
30202,mofebutazone,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",Butylpyrazolidines
7816,oxyphenbutazone,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",Butylpyrazolidines
8160,phenylbutazone,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",Butylpyrazolidines
10237,sulindac,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",Acetic acid derivatives and related substances
10636,tolmetin,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",Acetic acid derivatives and related substances
16689,aceclofenac,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",Acetic acid derivatives and related substances
16695,acemetacin,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",Acetic acid derivatives and related substances
1796,bufexamac,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",Acetic acid derivatives and related substances
19847,bumadizone,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",Acetic acid derivatives and related substances
24605,etodolac,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",Acetic acid derivatives and related substances
28876,lonazolac,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",Acetic acid derivatives and related substances
3355,diclofenac,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",Acetic acid derivatives and related substances
34769,proglumetacin,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",Acetic acid derivatives and related substances
35827,ketorolac,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",Acetic acid derivatives and related substances
39994,zomepirac,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",Acetic acid derivatives and related substances
5781,indomethacin,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",Acetic acid derivatives and related substances
20890,lornoxicam,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",Oxicams
23687,droxicam,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",Oxicams
37790,tenoxicam,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",Oxicams
41493,meloxicam,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",Oxicams
8356,piroxicam,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",Oxicams
10255,suprofen,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",Propionic acid derivatives
17387,alminoprofen,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",Propionic acid derivatives
237162,dexketoprofen,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",Propionic acid derivatives
24830,fenbufen,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",Propionic acid derivatives
28908,loxoprofen,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",Propionic acid derivatives
32613,oxaprozin,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",Propionic acid derivatives
4331,fenoprofen,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",Propionic acid derivatives
4502,flurbiprofen,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",Propionic acid derivatives
5640,ibuprofen,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",Propionic acid derivatives
6142,ketoprofen,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",Propionic acid derivatives
7258,naproxen,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",Propionic acid derivatives
38377,tolfenamic acid,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",Fenamates
4453,flufenamic acid,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",Fenamates
6678,meclofenamic acid,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",Fenamates
140587,celecoxib,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",Coxibs
232158,rofecoxib,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",Coxibs
278567,valdecoxib,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",Coxibs
279950,parecoxib,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",Coxibs
307296,etoricoxib,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",Coxibs
1029,apazone,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS","Other antiinflammatory and antirheumatic agents, non-steroids"
1425,benzydamine,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS","Other antiinflammatory and antirheumatic agents, non-steroids"
22759,diacetylrhein,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS","Other antiinflammatory and antirheumatic agents, non-steroids"
2473,chondroitin sulfates,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS","Other antiinflammatory and antirheumatic agents, non-steroids"
2669456,proquazone,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS","Other antiinflammatory and antirheumatic agents, non-steroids"
28068,oxaceprol,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS","Other antiinflammatory and antirheumatic agents, non-steroids"
30225,morniflumate,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS","Other antiinflammatory and antirheumatic agents, non-steroids"
31448,nabumetone,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS","Other antiinflammatory and antirheumatic agents, non-steroids"
32526,orgotein,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS","Other antiinflammatory and antirheumatic agents, non-steroids"
4845,glucosamine,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS","Other antiinflammatory and antirheumatic agents, non-steroids"
53694,nimesulide,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS","Other antiinflammatory and antirheumatic agents, non-steroids"
7418,niflumic acid,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS","Other antiinflammatory and antirheumatic agents, non-steroids"
8673,feprazone,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS","Other antiinflammatory and antirheumatic agents, non-steroids"
1227,auranofin,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,SPECIFIC ANTIRHEUMATIC AGENTS,Gold preparations
4980,aurothioglucose,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,SPECIFIC ANTIRHEUMATIC AGENTS,Gold preparations
7975,penicillamine,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,SPECIFIC ANTIRHEUMATIC AGENTS,Penicillamine and similar agents
10636,tolmetin,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,"Antiinflammatory preparations, non-steroids for topical use"
1425,benzydamine,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,"Antiinflammatory preparations, non-steroids for topical use"
16689,aceclofenac,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,"Antiinflammatory preparations, non-steroids for topical use"
1796,bufexamac,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,"Antiinflammatory preparations, non-steroids for topical use"
183877,clofezone,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,"Antiinflammatory preparations, non-steroids for topical use"
237162,dexketoprofen,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,"Antiinflammatory preparations, non-steroids for topical use"
24608,etofenamate,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,"Antiinflammatory preparations, non-steroids for topical use"
262307,felbinac,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,"Antiinflammatory preparations, non-steroids for topical use"
28908,loxoprofen,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,"Antiinflammatory preparations, non-steroids for topical use"
30202,mofebutazone,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,"Antiinflammatory preparations, non-steroids for topical use"
3355,diclofenac,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,"Antiinflammatory preparations, non-steroids for topical use"
4502,flurbiprofen,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,"Antiinflammatory preparations, non-steroids for topical use"
53694,nimesulide,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,"Antiinflammatory preparations, non-steroids for topical use"
5640,ibuprofen,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,"Antiinflammatory preparations, non-steroids for topical use"
5781,indomethacin,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,"Antiinflammatory preparations, non-steroids for topical use"
6142,ketoprofen,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,"Antiinflammatory preparations, non-steroids for topical use"
6678,meclofenamic acid,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,"Antiinflammatory preparations, non-steroids for topical use"
7258,naproxen,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,"Antiinflammatory preparations, non-steroids for topical use"
7418,niflumic acid,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,"Antiinflammatory preparations, non-steroids for topical use"
7816,oxyphenbutazone,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,"Antiinflammatory preparations, non-steroids for topical use"
8160,phenylbutazone,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,"Antiinflammatory preparations, non-steroids for topical use"
82910,piketoprofen,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,"Antiinflammatory preparations, non-steroids for topical use"
8356,piroxicam,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,"Antiinflammatory preparations, non-steroids for topical use"
8673,feprazone,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,"Antiinflammatory preparations, non-steroids for topical use"
1992,capsaicin,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,Capsaicin and similar agents
10634,tolazoline,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,Other topical products for joint and muscular pain
10639,tolperisone,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,Other topical products for joint and muscular pain
19729,idrocilamide,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,Other topical products for joint and muscular pain
3455,dimethyl sulfoxide,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,Other topical products for joint and muscular pain
10917,tubocurarine,MUSCLE RELAXANTS,"MUSCLE RELAXANTS, PERIPHERALLY ACTING AGENTS",Curare alkaloids
460,alcuronium,MUSCLE RELAXANTS,"MUSCLE RELAXANTS, PERIPHERALLY ACTING AGENTS",Curare alkaloids
10154,succinylcholine,MUSCLE RELAXANTS,"MUSCLE RELAXANTS, PERIPHERALLY ACTING AGENTS",Choline derivatives
1218,atracurium,MUSCLE RELAXANTS,"MUSCLE RELAXANTS, PERIPHERALLY ACTING AGENTS",Other quaternary ammonium compounds
26826,hexafluorenium,MUSCLE RELAXANTS,"MUSCLE RELAXANTS, PERIPHERALLY ACTING AGENTS",Other quaternary ammonium compounds
319864,cisatracurium,MUSCLE RELAXANTS,"MUSCLE RELAXANTS, PERIPHERALLY ACTING AGENTS",Other quaternary ammonium compounds
4638,gallamine,MUSCLE RELAXANTS,"MUSCLE RELAXANTS, PERIPHERALLY ACTING AGENTS",Other quaternary ammonium compounds
71535,vecuronium,MUSCLE RELAXANTS,"MUSCLE RELAXANTS, PERIPHERALLY ACTING AGENTS",Other quaternary ammonium compounds
7883,pancuronium,MUSCLE RELAXANTS,"MUSCLE RELAXANTS, PERIPHERALLY ACTING AGENTS",Other quaternary ammonium compounds
2101,carisoprodol,MUSCLE RELAXANTS,"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS",Carbamic acid esters
